,DATE,MARKET,CONVERSIONS
5726,2023-09-05T00:00:00.000,GB,24
5727,2023-09-06T00:00:00.000,GB,50
5728,2023-09-07T00:00:00.000,GB,66
5729,2023-09-08T00:00:00.000,GB,82
5730,2023-09-09T00:00:00.000,GB,29
5731,2023-09-10T00:00:00.000,GB,90
5732,2023-09-11T00:00:00.000,GB,12
5733,2023-09-12T00:00:00.000,GB,67
5734,2023-09-13T00:00:00.000,GB,93
5735,2023-09-14T00:00:00.000,GB,57
5736,2023-09-15T00:00:00.000,GB,67
5737,2023-09-16T00:00:00.000,GB,70
5738,2023-09-17T00:00:00.000,GB,61
5739,2023-09-18T00:00:00.000,GB,26
5740,2023-09-19T00:00:00.000,GB,9
5741,2023-09-20T00:00:00.000,GB,74
5742,2023-09-21T00:00:00.000,GB,82
5743,2023-09-22T00:00:00.000,GB,87
5744,2023-09-23T00:00:00.000,GB,55
5745,2023-09-24T00:00:00.000,GB,58
5746,2023-09-25T00:00:00.000,GB,4
5747,2023-09-26T00:00:00.000,GB,74
5748,2023-09-27T00:00:00.000,GB,10
5749,2023-09-28T00:00:00.000,GB,45
5750,2023-09-29T00:00:00.000,GB,99
5751,2023-09-30T00:00:00.000,GB,8
5752,2023-10-01T00:00:00.000,GB,28
5753,2023-10-02T00:00:00.000,GB,99
5754,2023-10-03T00:00:00.000,GB,71
5755,2023-10-04T00:00:00.000,GB,37
5756,2023-10-05T00:00:00.000,GB,9
5757,2023-10-06T00:00:00.000,GB,62
5758,2023-10-07T00:00:00.000,GB,53
5759,2023-10-08T00:00:00.000,GB,31
5760,2023-10-09T00:00:00.000,GB,39
5761,2023-10-10T00:00:00.000,GB,44
5762,2023-10-11T00:00:00.000,GB,51
5763,2023-10-12T00:00:00.000,GB,50
5764,2023-10-13T00:00:00.000,GB,78
5765,2023-10-14T00:00:00.000,GB,59
5766,2023-10-15T00:00:00.000,GB,81
5767,2023-10-16T00:00:00.000,GB,36
5768,2023-10-17T00:00:00.000,GB,96
5769,2023-10-18T00:00:00.000,GB,63
5770,2023-10-19T00:00:00.000,GB,23
5771,2023-10-20T00:00:00.000,GB,31
5772,2023-10-21T00:00:00.000,GB,56
5773,2023-10-22T00:00:00.000,GB,99
5774,2023-10-23T00:00:00.000,GB,56
5775,2023-10-24T00:00:00.000,GB,28
5776,2023-10-25T00:00:00.000,GB,45
5777,2023-10-26T00:00:00.000,GB,51
5778,2023-10-27T00:00:00.000,GB,47
5779,2023-10-28T00:00:00.000,GB,10
5780,2023-10-29T00:00:00.000,GB,60
5781,2023-10-30T00:00:00.000,GB,22
5782,2023-10-31T00:00:00.000,GB,58
5783,2023-11-01T00:00:00.000,GB,40
5784,2023-11-02T00:00:00.000,GB,16
5785,2023-11-03T00:00:00.000,GB,84
5786,2023-11-04T00:00:00.000,GB,42
5787,2023-11-05T00:00:00.000,GB,90
5788,2023-11-06T00:00:00.000,GB,0
5789,2023-11-07T00:00:00.000,GB,79
5790,2023-11-08T00:00:00.000,GB,33
5791,2023-11-09T00:00:00.000,GB,79
5792,2023-11-10T00:00:00.000,GB,13
5793,2023-11-11T00:00:00.000,GB,92
5794,2023-11-12T00:00:00.000,GB,61
5795,2023-11-13T00:00:00.000,GB,70
5796,2023-11-14T00:00:00.000,GB,30
5797,2023-11-15T00:00:00.000,GB,74
5798,2023-11-16T00:00:00.000,GB,52
5799,2023-11-17T00:00:00.000,GB,85
5800,2023-11-18T00:00:00.000,GB,50
5801,2023-11-19T00:00:00.000,GB,81
5802,2023-11-20T00:00:00.000,GB,11
5803,2023-11-21T00:00:00.000,GB,52
5804,2023-11-22T00:00:00.000,GB,10
5805,2023-11-23T00:00:00.000,GB,45
5806,2023-11-24T00:00:00.000,GB,30
5807,2023-11-25T00:00:00.000,GB,43
5808,2023-11-26T00:00:00.000,GB,95
5809,2023-11-27T00:00:00.000,GB,37
5810,2023-11-28T00:00:00.000,GB,4
5811,2023-11-29T00:00:00.000,GB,52
5812,2023-11-30T00:00:00.000,GB,80
5813,2023-12-01T00:00:00.000,GB,27
5814,2023-12-02T00:00:00.000,GB,61
5815,2023-12-03T00:00:00.000,GB,40
5816,2023-12-04T00:00:00.000,GB,35
5817,2023-12-05T00:00:00.000,GB,74
5818,2023-12-06T00:00:00.000,GB,17
5819,2023-12-07T00:00:00.000,GB,59
5820,2023-12-08T00:00:00.000,GB,51
5821,2023-12-09T00:00:00.000,GB,16
5822,2023-12-10T00:00:00.000,GB,63
5823,2023-12-11T00:00:00.000,GB,80
5824,2023-12-12T00:00:00.000,GB,56
5825,2023-12-13T00:00:00.000,GB,69
5826,2023-12-14T00:00:00.000,GB,26
5827,2023-12-15T00:00:00.000,GB,61
5828,2023-12-16T00:00:00.000,GB,50
5829,2023-12-17T00:00:00.000,GB,66
5830,2023-12-18T00:00:00.000,GB,23
5831,2023-12-19T00:00:00.000,GB,1
5832,2023-12-20T00:00:00.000,GB,36
5833,2023-12-21T00:00:00.000,GB,61
5834,2023-12-22T00:00:00.000,GB,40
5835,2023-12-23T00:00:00.000,GB,79
5836,2023-12-24T00:00:00.000,GB,57
5837,2023-12-25T00:00:00.000,GB,66
5838,2023-12-26T00:00:00.000,GB,71
5839,2023-12-27T00:00:00.000,GB,88
5840,2023-12-28T00:00:00.000,GB,90
5841,2023-12-29T00:00:00.000,GB,38
5842,2023-12-30T00:00:00.000,GB,71
5843,2023-12-31T00:00:00.000,GB,43
5844,2020-01-01T00:00:00.000,DE,85
5845,2020-01-02T00:00:00.000,DE,85
5846,2020-01-03T00:00:00.000,DE,27
5847,2020-01-04T00:00:00.000,DE,5
5848,2020-01-05T00:00:00.000,DE,49
5849,2020-01-06T00:00:00.000,DE,95
5850,2020-01-07T00:00:00.000,DE,18
5851,2020-01-08T00:00:00.000,DE,10
5852,2020-01-09T00:00:00.000,DE,88
5853,2020-01-10T00:00:00.000,DE,81
5854,2020-01-11T00:00:00.000,DE,76
5855,2020-01-12T00:00:00.000,DE,84
5856,2020-01-13T00:00:00.000,DE,36
5857,2020-01-14T00:00:00.000,DE,69
5858,2020-01-15T00:00:00.000,DE,56
5859,2020-01-16T00:00:00.000,DE,61
5860,2020-01-17T00:00:00.000,DE,39
5861,2020-01-18T00:00:00.000,DE,10
5862,2020-01-19T00:00:00.000,DE,61
5863,2020-01-20T00:00:00.000,DE,5
5864,2020-01-21T00:00:00.000,DE,62
5865,2020-01-22T00:00:00.000,DE,39
5866,2020-01-23T00:00:00.000,DE,82
5867,2020-01-24T00:00:00.000,DE,61
5868,2020-01-25T00:00:00.000,DE,87
5869,2020-01-26T00:00:00.000,DE,79
5870,2020-01-27T00:00:00.000,DE,87
5871,2020-01-28T00:00:00.000,DE,65
5872,2020-01-29T00:00:00.000,DE,43
5873,2020-01-30T00:00:00.000,DE,52
5874,2020-01-31T00:00:00.000,DE,95
5875,2020-02-01T00:00:00.000,DE,26
5876,2020-02-02T00:00:00.000,DE,67
5877,2020-02-03T00:00:00.000,DE,21
5878,2020-02-04T00:00:00.000,DE,14
5879,2020-02-05T00:00:00.000,DE,71
5880,2020-02-06T00:00:00.000,DE,71
5881,2020-02-07T00:00:00.000,DE,82
5882,2020-02-08T00:00:00.000,DE,34
5883,2020-02-09T00:00:00.000,DE,32
5884,2020-02-10T00:00:00.000,DE,52
5885,2020-02-11T00:00:00.000,DE,82
5886,2020-02-12T00:00:00.000,DE,83
5887,2020-02-13T00:00:00.000,DE,10
5888,2020-02-14T00:00:00.000,DE,62
5889,2020-02-15T00:00:00.000,DE,24
5890,2020-02-16T00:00:00.000,DE,40
5891,2020-02-17T00:00:00.000,DE,16
5892,2020-02-18T00:00:00.000,DE,50
5893,2020-02-19T00:00:00.000,DE,38
5894,2020-02-20T00:00:00.000,DE,19
5895,2020-02-21T00:00:00.000,DE,26
5896,2020-02-22T00:00:00.000,DE,62
5897,2020-02-23T00:00:00.000,DE,29
5898,2020-02-24T00:00:00.000,DE,89
5899,2020-02-25T00:00:00.000,DE,90
5900,2020-02-26T00:00:00.000,DE,56
5901,2020-02-27T00:00:00.000,DE,4
5902,2020-02-28T00:00:00.000,DE,38
5903,2020-02-29T00:00:00.000,DE,3
5904,2020-03-01T00:00:00.000,DE,23
5905,2020-03-02T00:00:00.000,DE,95
5906,2020-03-03T00:00:00.000,DE,93
5907,2020-03-04T00:00:00.000,DE,79
5908,2020-03-05T00:00:00.000,DE,70
5909,2020-03-06T00:00:00.000,DE,12
5910,2020-03-07T00:00:00.000,DE,34
5911,2020-03-08T00:00:00.000,DE,18
5912,2020-03-09T00:00:00.000,DE,51
5913,2020-03-10T00:00:00.000,DE,11
5914,2020-03-11T00:00:00.000,DE,65
5915,2020-03-12T00:00:00.000,DE,85
5916,2020-03-13T00:00:00.000,DE,55
5917,2020-03-14T00:00:00.000,DE,40
5918,2020-03-15T00:00:00.000,DE,74
5919,2020-03-16T00:00:00.000,DE,82
5920,2020-03-17T00:00:00.000,DE,68
5921,2020-03-18T00:00:00.000,DE,5
5922,2020-03-19T00:00:00.000,DE,70
5923,2020-03-20T00:00:00.000,DE,44
5924,2020-03-21T00:00:00.000,DE,65
5925,2020-03-22T00:00:00.000,DE,13
5926,2020-03-23T00:00:00.000,DE,93
5927,2020-03-24T00:00:00.000,DE,22
5928,2020-03-25T00:00:00.000,DE,82
5929,2020-03-26T00:00:00.000,DE,58
5930,2020-03-27T00:00:00.000,DE,55
5931,2020-03-28T00:00:00.000,DE,49
5932,2020-03-29T00:00:00.000,DE,8
5933,2020-03-30T00:00:00.000,DE,28
5934,2020-03-31T00:00:00.000,DE,63
5935,2020-04-01T00:00:00.000,DE,50
5936,2020-04-02T00:00:00.000,DE,93
5937,2020-04-03T00:00:00.000,DE,46
5938,2020-04-04T00:00:00.000,DE,39
5939,2020-04-05T00:00:00.000,DE,49
5940,2020-04-06T00:00:00.000,DE,5
5941,2020-04-07T00:00:00.000,DE,19
5942,2020-04-08T00:00:00.000,DE,5
5943,2020-04-09T00:00:00.000,DE,50
5944,2020-04-10T00:00:00.000,DE,70
5945,2020-04-11T00:00:00.000,DE,97
5946,2020-04-12T00:00:00.000,DE,51
5947,2020-04-13T00:00:00.000,DE,51
5948,2020-04-14T00:00:00.000,DE,0
5949,2020-04-15T00:00:00.000,DE,76
5950,2020-04-16T00:00:00.000,DE,84
5951,2020-04-17T00:00:00.000,DE,65
5952,2020-04-18T00:00:00.000,DE,27
5953,2020-04-19T00:00:00.000,DE,18
5954,2020-04-20T00:00:00.000,DE,66
5955,2020-04-21T00:00:00.000,DE,65
5956,2020-04-22T00:00:00.000,DE,35
5957,2020-04-23T00:00:00.000,DE,14
5958,2020-04-24T00:00:00.000,DE,6
5959,2020-04-25T00:00:00.000,DE,68
5960,2020-04-26T00:00:00.000,DE,35
5961,2020-04-27T00:00:00.000,DE,7
5962,2020-04-28T00:00:00.000,DE,81
5963,2020-04-29T00:00:00.000,DE,26
5964,2020-04-30T00:00:00.000,DE,38
5965,2020-05-01T00:00:00.000,DE,83
5966,2020-05-02T00:00:00.000,DE,6
5967,2020-05-03T00:00:00.000,DE,21
5968,2020-05-04T00:00:00.000,DE,23
5969,2020-05-05T00:00:00.000,DE,26
5970,2020-05-06T00:00:00.000,DE,9
5971,2020-05-07T00:00:00.000,DE,29
5972,2020-05-08T00:00:00.000,DE,39
5973,2020-05-09T00:00:00.000,DE,86
5974,2020-05-10T00:00:00.000,DE,35
5975,2020-05-11T00:00:00.000,DE,50
5976,2020-05-12T00:00:00.000,DE,39
5977,2020-05-13T00:00:00.000,DE,60
5978,2020-05-14T00:00:00.000,DE,78
5979,2020-05-15T00:00:00.000,DE,42
5980,2020-05-16T00:00:00.000,DE,45
5981,2020-05-17T00:00:00.000,DE,99
5982,2020-05-18T00:00:00.000,DE,14
5983,2020-05-19T00:00:00.000,DE,40
5984,2020-05-20T00:00:00.000,DE,67
5985,2020-05-21T00:00:00.000,DE,25
5986,2020-05-22T00:00:00.000,DE,18
5987,2020-05-23T00:00:00.000,DE,76
5988,2020-05-24T00:00:00.000,DE,4
5989,2020-05-25T00:00:00.000,DE,88
5990,2020-05-26T00:00:00.000,DE,49
5991,2020-05-27T00:00:00.000,DE,23
5992,2020-05-28T00:00:00.000,DE,75
5993,2020-05-29T00:00:00.000,DE,77
5994,2020-05-30T00:00:00.000,DE,48
5995,2020-05-31T00:00:00.000,DE,21
5996,2020-06-01T00:00:00.000,DE,91
5997,2020-06-02T00:00:00.000,DE,92
5998,2020-06-03T00:00:00.000,DE,98
5999,2020-06-04T00:00:00.000,DE,58
6000,2020-06-05T00:00:00.000,DE,20
6001,2020-06-06T00:00:00.000,DE,2
6002,2020-06-07T00:00:00.000,DE,2
6003,2020-06-08T00:00:00.000,DE,6
6004,2020-06-09T00:00:00.000,DE,31
6005,2020-06-10T00:00:00.000,DE,91
6006,2020-06-11T00:00:00.000,DE,26
6007,2020-06-12T00:00:00.000,DE,4
6008,2020-06-13T00:00:00.000,DE,90
6009,2020-06-14T00:00:00.000,DE,62
6010,2020-06-15T00:00:00.000,DE,19
6011,2020-06-16T00:00:00.000,DE,59
6012,2020-06-17T00:00:00.000,DE,0
6013,2020-06-18T00:00:00.000,DE,99
6014,2020-06-19T00:00:00.000,DE,34
6015,2020-06-20T00:00:00.000,DE,81
6016,2020-06-21T00:00:00.000,DE,92
6017,2020-06-22T00:00:00.000,DE,73
6018,2020-06-23T00:00:00.000,DE,53
6019,2020-06-24T00:00:00.000,DE,56
6020,2020-06-25T00:00:00.000,DE,41
6021,2020-06-26T00:00:00.000,DE,32
6022,2020-06-27T00:00:00.000,DE,27
6023,2020-06-28T00:00:00.000,DE,30
6024,2020-06-29T00:00:00.000,DE,83
6025,2020-06-30T00:00:00.000,DE,75
6026,2020-07-01T00:00:00.000,DE,23
6027,2020-07-02T00:00:00.000,DE,11
6028,2020-07-03T00:00:00.000,DE,18
6029,2020-07-04T00:00:00.000,DE,97
6030,2020-07-05T00:00:00.000,DE,95
6031,2020-07-06T00:00:00.000,DE,22
6032,2020-07-07T00:00:00.000,DE,50
6033,2020-07-08T00:00:00.000,DE,56
6034,2020-07-09T00:00:00.000,DE,44
6035,2020-07-10T00:00:00.000,DE,97
6036,2020-07-11T00:00:00.000,DE,62
6037,2020-07-12T00:00:00.000,DE,14
6038,2020-07-13T00:00:00.000,DE,40
6039,2020-07-14T00:00:00.000,DE,55
6040,2020-07-15T00:00:00.000,DE,52
6041,2020-07-16T00:00:00.000,DE,8
6042,2020-07-17T00:00:00.000,DE,99
6043,2020-07-18T00:00:00.000,DE,26
6044,2020-07-19T00:00:00.000,DE,44
6045,2020-07-20T00:00:00.000,DE,93
6046,2020-07-21T00:00:00.000,DE,11
6047,2020-07-22T00:00:00.000,DE,48
6048,2020-07-23T00:00:00.000,DE,95
6049,2020-07-24T00:00:00.000,DE,42
6050,2020-07-25T00:00:00.000,DE,47
6051,2020-07-26T00:00:00.000,DE,83
6052,2020-07-27T00:00:00.000,DE,28
6053,2020-07-28T00:00:00.000,DE,78
6054,2020-07-29T00:00:00.000,DE,14
6055,2020-07-30T00:00:00.000,DE,24
6056,2020-07-31T00:00:00.000,DE,54
6057,2020-08-01T00:00:00.000,DE,3
6058,2020-08-02T00:00:00.000,DE,27
6059,2020-08-03T00:00:00.000,DE,9
6060,2020-08-04T00:00:00.000,DE,92
6061,2020-08-05T00:00:00.000,DE,51
6062,2020-08-06T00:00:00.000,DE,29
6063,2020-08-07T00:00:00.000,DE,61
6064,2020-08-08T00:00:00.000,DE,98
6065,2020-08-09T00:00:00.000,DE,33
6066,2020-08-10T00:00:00.000,DE,25
6067,2020-08-11T00:00:00.000,DE,2
6068,2020-08-12T00:00:00.000,DE,39
6069,2020-08-13T00:00:00.000,DE,42
6070,2020-08-14T00:00:00.000,DE,55
6071,2020-08-15T00:00:00.000,DE,28
6072,2020-08-16T00:00:00.000,DE,41
6073,2020-08-17T00:00:00.000,DE,8
6074,2020-08-18T00:00:00.000,DE,87
6075,2020-08-19T00:00:00.000,DE,38
6076,2020-08-20T00:00:00.000,DE,35
6077,2020-08-21T00:00:00.000,DE,32
6078,2020-08-22T00:00:00.000,DE,68
6079,2020-08-23T00:00:00.000,DE,63
6080,2020-08-24T00:00:00.000,DE,31
6081,2020-08-25T00:00:00.000,DE,46
6082,2020-08-26T00:00:00.000,DE,61
6083,2020-08-27T00:00:00.000,DE,68
6084,2020-08-28T00:00:00.000,DE,69
6085,2020-08-29T00:00:00.000,DE,33
6086,2020-08-30T00:00:00.000,DE,33
6087,2020-08-31T00:00:00.000,DE,75
6088,2020-09-01T00:00:00.000,DE,74
6089,2020-09-02T00:00:00.000,DE,50
6090,2020-09-03T00:00:00.000,DE,91
6091,2020-09-04T00:00:00.000,DE,8
6092,2020-09-05T00:00:00.000,DE,89
6093,2020-09-06T00:00:00.000,DE,82
6094,2020-09-07T00:00:00.000,DE,25
6095,2020-09-08T00:00:00.000,DE,10
6096,2020-09-09T00:00:00.000,DE,33
6097,2020-09-10T00:00:00.000,DE,95
6098,2020-09-11T00:00:00.000,DE,29
6099,2020-09-12T00:00:00.000,DE,47
6100,2020-09-13T00:00:00.000,DE,17
6101,2020-09-14T00:00:00.000,DE,11
6102,2020-09-15T00:00:00.000,DE,22
6103,2020-09-16T00:00:00.000,DE,35
6104,2020-09-17T00:00:00.000,DE,6
6105,2020-09-18T00:00:00.000,DE,94
6106,2020-09-19T00:00:00.000,DE,58
6107,2020-09-20T00:00:00.000,DE,15
6108,2020-09-21T00:00:00.000,DE,42
6109,2020-09-22T00:00:00.000,DE,40
6110,2020-09-23T00:00:00.000,DE,33
6111,2020-09-24T00:00:00.000,DE,31
6112,2020-09-25T00:00:00.000,DE,28
6113,2020-09-26T00:00:00.000,DE,41
6114,2020-09-27T00:00:00.000,DE,11
6115,2020-09-28T00:00:00.000,DE,75
6116,2020-09-29T00:00:00.000,DE,44
6117,2020-09-30T00:00:00.000,DE,42
6118,2020-10-01T00:00:00.000,DE,37
6119,2020-10-02T00:00:00.000,DE,7
6120,2020-10-03T00:00:00.000,DE,21
6121,2020-10-04T00:00:00.000,DE,51
6122,2020-10-05T00:00:00.000,DE,43
6123,2020-10-06T00:00:00.000,DE,98
6124,2020-10-07T00:00:00.000,DE,14
6125,2020-10-08T00:00:00.000,DE,0
6126,2020-10-09T00:00:00.000,DE,36
6127,2020-10-10T00:00:00.000,DE,76
6128,2020-10-11T00:00:00.000,DE,81
6129,2020-10-12T00:00:00.000,DE,50
6130,2020-10-13T00:00:00.000,DE,94
6131,2020-10-14T00:00:00.000,DE,59
6132,2020-10-15T00:00:00.000,DE,86
6133,2020-10-16T00:00:00.000,DE,48
6134,2020-10-17T00:00:00.000,DE,21
6135,2020-10-18T00:00:00.000,DE,80
6136,2020-10-19T00:00:00.000,DE,15
6137,2020-10-20T00:00:00.000,DE,81
6138,2020-10-21T00:00:00.000,DE,19
6139,2020-10-22T00:00:00.000,DE,25
6140,2020-10-23T00:00:00.000,DE,6
6141,2020-10-24T00:00:00.000,DE,74
6142,2020-10-25T00:00:00.000,DE,20
6143,2020-10-26T00:00:00.000,DE,77
6144,2020-10-27T00:00:00.000,DE,49
6145,2020-10-28T00:00:00.000,DE,4
6146,2020-10-29T00:00:00.000,DE,4
6147,2020-10-30T00:00:00.000,DE,69
6148,2020-10-31T00:00:00.000,DE,42
6149,2020-11-01T00:00:00.000,DE,51
6150,2020-11-02T00:00:00.000,DE,29
6151,2020-11-03T00:00:00.000,DE,13
6152,2020-11-04T00:00:00.000,DE,74
6153,2020-11-05T00:00:00.000,DE,86
6154,2020-11-06T00:00:00.000,DE,79
6155,2020-11-07T00:00:00.000,DE,23
6156,2020-11-08T00:00:00.000,DE,78
6157,2020-11-09T00:00:00.000,DE,86
6158,2020-11-10T00:00:00.000,DE,75
6159,2020-11-11T00:00:00.000,DE,62
6160,2020-11-12T00:00:00.000,DE,94
6161,2020-11-13T00:00:00.000,DE,2
6162,2020-11-14T00:00:00.000,DE,13
6163,2020-11-15T00:00:00.000,DE,52
6164,2020-11-16T00:00:00.000,DE,1
6165,2020-11-17T00:00:00.000,DE,18
6166,2020-11-18T00:00:00.000,DE,1
6167,2020-11-19T00:00:00.000,DE,1
6168,2020-11-20T00:00:00.000,DE,36
6169,2020-11-21T00:00:00.000,DE,19
6170,2020-11-22T00:00:00.000,DE,12
6171,2020-11-23T00:00:00.000,DE,45
6172,2020-11-24T00:00:00.000,DE,54
6173,2020-11-25T00:00:00.000,DE,12
6174,2020-11-26T00:00:00.000,DE,59
6175,2020-11-27T00:00:00.000,DE,98
6176,2020-11-28T00:00:00.000,DE,17
6177,2020-11-29T00:00:00.000,DE,2
6178,2020-11-30T00:00:00.000,DE,56
6179,2020-12-01T00:00:00.000,DE,9
6180,2020-12-02T00:00:00.000,DE,69
6181,2020-12-03T00:00:00.000,DE,25
6182,2020-12-04T00:00:00.000,DE,77
6183,2020-12-05T00:00:00.000,DE,62
6184,2020-12-06T00:00:00.000,DE,21
6185,2020-12-07T00:00:00.000,DE,47
6186,2020-12-08T00:00:00.000,DE,90
6187,2020-12-09T00:00:00.000,DE,49
6188,2020-12-10T00:00:00.000,DE,67
6189,2020-12-11T00:00:00.000,DE,29
6190,2020-12-12T00:00:00.000,DE,11
6191,2020-12-13T00:00:00.000,DE,77
6192,2020-12-14T00:00:00.000,DE,59
6193,2020-12-15T00:00:00.000,DE,3
6194,2020-12-16T00:00:00.000,DE,14
6195,2020-12-17T00:00:00.000,DE,22
6196,2020-12-18T00:00:00.000,DE,83
6197,2020-12-19T00:00:00.000,DE,41
6198,2020-12-20T00:00:00.000,DE,30
6199,2020-12-21T00:00:00.000,DE,75
6200,2020-12-22T00:00:00.000,DE,34
6201,2020-12-23T00:00:00.000,DE,79
6202,2020-12-24T00:00:00.000,DE,76
6203,2020-12-25T00:00:00.000,DE,81
6204,2020-12-26T00:00:00.000,DE,22
6205,2020-12-27T00:00:00.000,DE,89
6206,2020-12-28T00:00:00.000,DE,81
6207,2020-12-29T00:00:00.000,DE,64
6208,2020-12-30T00:00:00.000,DE,99
6209,2020-12-31T00:00:00.000,DE,53
6210,2021-01-01T00:00:00.000,DE,81
6211,2021-01-02T00:00:00.000,DE,36
6212,2021-01-03T00:00:00.000,DE,67
6213,2021-01-04T00:00:00.000,DE,58
6214,2021-01-05T00:00:00.000,DE,60
6215,2021-01-06T00:00:00.000,DE,31
6216,2021-01-07T00:00:00.000,DE,77
6217,2021-01-08T00:00:00.000,DE,74
6218,2021-01-09T00:00:00.000,DE,39
6219,2021-01-10T00:00:00.000,DE,24
6220,2021-01-11T00:00:00.000,DE,71
6221,2021-01-12T00:00:00.000,DE,58
6222,2021-01-13T00:00:00.000,DE,47
6223,2021-01-14T00:00:00.000,DE,29
6224,2021-01-15T00:00:00.000,DE,57
6225,2021-01-16T00:00:00.000,DE,64
6226,2021-01-17T00:00:00.000,DE,69
6227,2021-01-18T00:00:00.000,DE,28
6228,2021-01-19T00:00:00.000,DE,69
6229,2021-01-20T00:00:00.000,DE,75
6230,2021-01-21T00:00:00.000,DE,94
6231,2021-01-22T00:00:00.000,DE,52
6232,2021-01-23T00:00:00.000,DE,74
6233,2021-01-24T00:00:00.000,DE,45
6234,2021-01-25T00:00:00.000,DE,75
6235,2021-01-26T00:00:00.000,DE,27
6236,2021-01-27T00:00:00.000,DE,41
6237,2021-01-28T00:00:00.000,DE,55
6238,2021-01-29T00:00:00.000,DE,11
6239,2021-01-30T00:00:00.000,DE,27
6240,2021-01-31T00:00:00.000,DE,45
6241,2021-02-01T00:00:00.000,DE,98
6242,2021-02-02T00:00:00.000,DE,90
6243,2021-02-03T00:00:00.000,DE,73
6244,2021-02-04T00:00:00.000,DE,2
6245,2021-02-05T00:00:00.000,DE,67
6246,2021-02-06T00:00:00.000,DE,43
6247,2021-02-07T00:00:00.000,DE,79
6248,2021-02-08T00:00:00.000,DE,23
6249,2021-02-09T00:00:00.000,DE,96
6250,2021-02-10T00:00:00.000,DE,2
6251,2021-02-11T00:00:00.000,DE,11
6252,2021-02-12T00:00:00.000,DE,99
6253,2021-02-13T00:00:00.000,DE,17
6254,2021-02-14T00:00:00.000,DE,78
6255,2021-02-15T00:00:00.000,DE,76
6256,2021-02-16T00:00:00.000,DE,78
6257,2021-02-17T00:00:00.000,DE,37
6258,2021-02-18T00:00:00.000,DE,59
6259,2021-02-19T00:00:00.000,DE,3
6260,2021-02-20T00:00:00.000,DE,49
6261,2021-02-21T00:00:00.000,DE,70
6262,2021-02-22T00:00:00.000,DE,24
6263,2021-02-23T00:00:00.000,DE,20
6264,2021-02-24T00:00:00.000,DE,46
6265,2021-02-25T00:00:00.000,DE,78
6266,2021-02-26T00:00:00.000,DE,86
6267,2021-02-27T00:00:00.000,DE,69
6268,2021-02-28T00:00:00.000,DE,39
6269,2021-03-01T00:00:00.000,DE,8
6270,2021-03-02T00:00:00.000,DE,54
6271,2021-03-03T00:00:00.000,DE,24
6272,2021-03-04T00:00:00.000,DE,4
6273,2021-03-05T00:00:00.000,DE,22
6274,2021-03-06T00:00:00.000,DE,73
6275,2021-03-07T00:00:00.000,DE,23
6276,2021-03-08T00:00:00.000,DE,35
6277,2021-03-09T00:00:00.000,DE,56
6278,2021-03-10T00:00:00.000,DE,82
6279,2021-03-11T00:00:00.000,DE,24
6280,2021-03-12T00:00:00.000,DE,78
6281,2021-03-13T00:00:00.000,DE,17
6282,2021-03-14T00:00:00.000,DE,34
6283,2021-03-15T00:00:00.000,DE,22
6284,2021-03-16T00:00:00.000,DE,30
6285,2021-03-17T00:00:00.000,DE,58
6286,2021-03-18T00:00:00.000,DE,86
6287,2021-03-19T00:00:00.000,DE,0
6288,2021-03-20T00:00:00.000,DE,26
6289,2021-03-21T00:00:00.000,DE,34
6290,2021-03-22T00:00:00.000,DE,69
6291,2021-03-23T00:00:00.000,DE,5
6292,2021-03-24T00:00:00.000,DE,85
6293,2021-03-25T00:00:00.000,DE,32
6294,2021-03-26T00:00:00.000,DE,33
6295,2021-03-27T00:00:00.000,DE,37
6296,2021-03-28T00:00:00.000,DE,78
6297,2021-03-29T00:00:00.000,DE,57
6298,2021-03-30T00:00:00.000,DE,83
6299,2021-03-31T00:00:00.000,DE,57
6300,2021-04-01T00:00:00.000,DE,49
6301,2021-04-02T00:00:00.000,DE,36
6302,2021-04-03T00:00:00.000,DE,12
6303,2021-04-04T00:00:00.000,DE,35
6304,2021-04-05T00:00:00.000,DE,16
6305,2021-04-06T00:00:00.000,DE,25
6306,2021-04-07T00:00:00.000,DE,52
6307,2021-04-08T00:00:00.000,DE,41
6308,2021-04-09T00:00:00.000,DE,11
6309,2021-04-10T00:00:00.000,DE,76
6310,2021-04-11T00:00:00.000,DE,56
6311,2021-04-12T00:00:00.000,DE,52
6312,2021-04-13T00:00:00.000,DE,68
6313,2021-04-14T00:00:00.000,DE,29
6314,2021-04-15T00:00:00.000,DE,6
6315,2021-04-16T00:00:00.000,DE,37
6316,2021-04-17T00:00:00.000,DE,28
6317,2021-04-18T00:00:00.000,DE,51
6318,2021-04-19T00:00:00.000,DE,3
6319,2021-04-20T00:00:00.000,DE,0
6320,2021-04-21T00:00:00.000,DE,58
6321,2021-04-22T00:00:00.000,DE,41
6322,2021-04-23T00:00:00.000,DE,87
6323,2021-04-24T00:00:00.000,DE,72
6324,2021-04-25T00:00:00.000,DE,93
6325,2021-04-26T00:00:00.000,DE,48
6326,2021-04-27T00:00:00.000,DE,46
6327,2021-04-28T00:00:00.000,DE,58
6328,2021-04-29T00:00:00.000,DE,21
6329,2021-04-30T00:00:00.000,DE,95
6330,2021-05-01T00:00:00.000,DE,36
6331,2021-05-02T00:00:00.000,DE,90
6332,2021-05-03T00:00:00.000,DE,43
